"Saison";"Sptag";"Heim";"Auswaerts";"ToreH";"ToreA";"TorminH";"TorminA";"GelbH";"GelbRotH";"RotH";"MinH";"GelbA";"GelbRotA";"RotA";"MinA"
2002;25;"1860muenchen";"rostock";2;0;"42/52";"";2;0;0;"";2;0;0;""
2002;25;"klautern";"wolfsburg";3;2;"64/74/84";"49/72";3;0;0;"";1;0;0;""
2002;25;"dortmund";"stpauli";1;1;"83";"32";2;0;0;"";3;0;1;"90"
2002;26;"bmuenchen";"1860muenchen";2;1;"73/90";"75";1;0;0;"";3;0;0;""
2002;26;"leverkusen";"cottbus";2;0;"12/90";"";1;0;0;"";4;0;0;""
2002;26;"stpauli";"freiburg";1;0;"57";"";2;0;0;"";3;0;1;"82"
2002;26;"nuernberg";"bremen";0;4;"";"5/21/30/51";1;0;0;"";1;0;0;""
2002;26;"wolfsburg";"fckoeln";5;1;"5/8/19/63/78";"45";0;0;0;"";1;0;0;""
2002;26;"rostock";"klautern";2;1;"37/73";"72";2;0;0;"";4;1;0;"31"
2002;26;"dortmund";"mgladbach";3;1;"10/64/78";"49";2;0;0;"";3;0;0;""
2002;26;"schalke";"vfbstuttgart";2;1;"60/90";"78";1;0;0;"";3;0;0;""
2002;26;"herthabsc";"hamburg";6;0;"40/44/54/62/85/90";"";1;0;0;"";3;1;0;"88"
2002;27;"klautern";"bmuenchen";0;0;"";"";3;1;0;"78";3;0;0;""
2002;27;"hamburg";"wolfsburg";1;1;"67";"45";2;0;0;"";1;0;1;"55"
2002;27;"bremen";"herthabsc";0;3;"";"62/66/85";1;0;0;"";2;0;0;""
2002;27;"mgladbach";"nuernberg";1;0;"29";"";3;0;0;"";3;0;0;""
2002;27;"cottbus";"stpauli";4;0;"20/28/34/84";"";3;0;0;"";2;0;0;""
2002;27;"vfbstuttgart";"leverkusen";0;2;"";"40/45";1;1;0;"79";4;0;0;""
2002;27;"fckoeln";"rostock";4;2;"46/52/76/90";"6/33";1;0;0;"";1;0;1;"69"
2002;27;"freiburg";"dortmund";1;5;"9";"15/65/66/69/70";2;0;0;"";2;0;0;""
2002;27;"1860muenchen";"schalke";1;2;"80";"3/83";1;0;0;"";2;0;0;""
2002;28;"leverkusen";"1860muenchen";4;0;"45/49/62/82";"";5;0;0;"";3;0;0;""
2002;28;"stpauli";"vfbstuttgart";1;2;"83";"75/81";1;0;0;"";2;0;0;""
2002;28;"herthabsc";"nuernberg";2;0;"3/32";"";1;0;0;"";4;0;0;""
2002;28;"rostock";"hamburg";1;1;"51";"66";0;0;0;"";1;0;0;""
2002;28;"bmuenchen";"fckoeln";3;0;"64/83/88";"";0;0;0;"";2;0;0;""
2002;28;"schalke";"klautern";3;0;"45/59/81";"";0;0;0;"";4;0;0;""
2002;28;"freiburg";"mgladbach";0;1;"";"79";0;0;0;"";0;0;0;""
2002;28;"dortmund";"cottbus";3;0;"28/35/81";"";1;0;0;"";3;1;0;"18"
2002;28;"wolfsburg";"bremen";2;0;"65/78";"";3;0;0;"";1;0;0;""
2002;29;"hamburg";"bmuenchen";0;0;"";"";4;0;0;"";4;0;0;""
2002;29;"nuernberg";"wolfsburg";3;0;"14/74/86";"";3;0;0;"";2;0;0;""
2002;29;"mgladbach";"herthabsc";3;1;"4/57/67";"33";1;0;0;"";2;0;0;""
2002;29;"cottbus";"freiburg";2;0;"37/69";"";1;0;0;"";3;0;0;""
2002;29;"vfbstuttgart";"dortmund";3;2;"33/37/64";"52/79";2;0;0;"";2;0;0;""
2002;29;"1860muenchen";"stpauli";4;2;"44/64/66/76";"39/55";2;1;0;"53";1;0;0;""
2002;29;"klautern";"leverkusen";2;4;"45/55";"1/16/77/86";4;0;0;"";2;1;0;"89"
2002;29;"fckoeln";"schalke";1;1;"61";"40";1;0;0;"";2;0;0;""
2002;29;"bremen";"rostock";4;3;"3/47/90/90";"24/30/49";3;0;0;"";3;0;0;""
2002;30;"wolfsburg";"herthabsc";1;3;"36";"25/28/48";3;0;0;"";3;0;0;""
2002;30;"rostock";"nuernberg";1;0;"3";"";3;0;0;"";1;0;0;""
2002;30;"bmuenchen";"bremen";2;2;"21/55";"25/90";2;0;0;"";2;0;0;""
2002;30;"schalke";"hamburg";2;0;"8/41";"";0;0;0;"";2;0;0;""
2002;30;"leverkusen";"fckoeln";2;0;"13/25";"";2;0;0;"";4;0;0;""
2002;30;"stpauli";"klautern";1;1;"69";"48";3;1;0;"22";8;1;0;"89"
2002;30;"cottbus";"mgladbach";3;3;"31/34/70";"37/64/85";3;0;0;"";3;0;0;""
2002;30;"dortmund";"1860muenchen";2;1;"20/26";"12";3;0;0;"";4;0;0;""
2002;30;"freiburg";"vfbstuttgart";0;2;"";"79/87";4;0;0;"";1;0;0;""
2002;31;"nuernberg";"bmuenchen";1;2;"73";"12/42";2;1;0;"74";3;0;0;""
2002;31;"mgladbach";"wolfsburg";0;2;"";"49/60";1;0;0;"";0;0;0;""
2002;31;"1860muenchen";"freiburg";5;2;"25/29/45/60/90";"33/67";2;0;0;"";0;0;0;""
2002;31;"fckoeln";"stpauli";2;1;"8/90";"46";3;0;0;"";2;0;0;""
2002;31;"hamburg";"leverkusen";1;1;"5";"13";3;0;0;"";5;0;0;""
2002;31;"bremen";"schalke";3;0;"24/64/77";"";1;0;0;"";3;0;0;""
2002;31;"herthabsc";"rostock";1;0;"2";"";2;0;0;"";0;0;0;""
2002;31;"vfbstuttgart";"cottbus";0;0;"";"";0;0;0;"";3;0;0;""
2002;31;"klautern";"dortmund";1;0;"48";"";3;0;0;"";1;0;0;""
2002;32;"stpauli";"hamburg";0;4;"";"19/45/50/58";4;0;0;"";3;0;0;""
2002;32;"cottbus";"1860muenchen";1;1;"81";"68";1;0;0;"";2;0;0;""
2002;32;"bmuenchen";"herthabsc";3;0;"67/82/83";"";2;0;0;"";3;0;1;"34"
2002;32;"schalke";"nuernberg";2;1;"54/66";"62";2;0;0;"";1;0;0;""
2002;32;"leverkusen";"bremen";1;2;"32";"5/62";2;0;0;"";2;0;0;""
2002;32;"dortmund";"fckoeln";2;1;"21/89";"56";3;0;0;"";5;0;0;""
2002;32;"wolfsburg";"rostock";4;0;"4/6/8/37";"";0;0;0;"";0;0;0;""
2002;32;"mgladbach";"vfbstuttgart";2;2;"68/80";"48/84";1;0;0;"";3;0;0;""
2002;32;"freiburg";"klautern";3;1;"47/78/80";"84";1;0;0;"";4;0;0;""
2002;33;"wolfsburg";"bmuenchen";0;1;"";"33";1;0;0;"";3;0;0;""
2002;33;"1860muenchen";"vfbstuttgart";3;3;"52/59/78";"20/45/62";3;1;0;"82";3;0;0;""
2002;33;"klautern";"cottbus";4;0;"25/37/47/47";"";0;0;0;"";4;0;0;""
2002;33;"fckoeln";"freiburg";2;0;"27/86";"";2;0;0;"";3;0;0;""
2002;33;"hamburg";"dortmund";3;4;"42/80/90";"36/38/63/87";4;0;1;"33";3;1;0;"41"
2002;33;"bremen";"stpauli";3;2;"50/54/77";"5/16";3;1;0;"90";2;0;0;""
2002;33;"nuernberg";"leverkusen";1;0;"23";"";1;0;0;"";5;0;0;""
2002;33;"herthabsc";"schalke";2;0;"50/53";"";2;0;0;"";3;0;0;""
2002;33;"rostock";"mgladbach";1;1;"9";"18";1;0;0;"";1;0;0;""
2002;34;"mgladbach";"1860muenchen";2;4;"6/66";"25/46/64/70";0;0;0;"";1;0;0;""
2002;34;"schalke";"wolfsburg";1;2;"90";"30/81";2;0;0;"";1;0;0;""
2002;34;"leverkusen";"herthabsc";2;1;"10/52";"83";0;0;0;"";0;0;0;""
2002;34;"stpauli";"nuernberg";2;3;"19/90";"14/22/67";0;0;0;"";2;0;0;""
2002;34;"dortmund";"bremen";2;1;"41/74";"17";1;0;0;"";3;1;0;"77"
2002;34;"freiburg";"hamburg";4;3;"28/36/76/84";"26/43/70";2;0;0;"";1;0;0;""
2002;34;"cottbus";"fckoeln";2;3;"81/87";"35/56/62";4;0;0;"";3;0;0;""
2002;34;"vfbstuttgart";"klautern";4;3;"42/46/65/73";"45/60/71";2;0;0;"";3;0;0;""
2002;34;"bmuenchen";"rostock";3;2;"39/56/83";"82/90";0;0;0;"";2;0;0;""
2003;1;"dortmund";"herthabsc";2;2;"4/36";"1/85";2;0;0;"";4;0;0;""
2003;1;"cottbus";"leverkusen";1;1;"79";"64";3;0;0;"";2;0;0;""
2003;1;"nuernberg";"bochum";1;3;"51";"6/20/83";3;0;0;"";1;0;0;""
2003;1;"mgladbach";"bmuenchen";0;0;"";"";1;0;0;"";1;0;0;""
2003;1;"schalke";"wolfsburg";1;0;"90";"";1;0;0;"";2;0;0;""
2003;1;"vfbstuttgart";"klautern";1;1;"45";"52";3;0;0;"";3;0;0;""
2003;1;"hamburg";"hannover";2;1;"82/84";"6";3;0;0;"";3;0;0;""
2003;1;"bielefeld";"bremen";3;0;"16/90/90";"";1;0;0;"";3;1;1;"52/90"
2003;1;"1860muenchen";"rostock";0;2;"";"44/54";2;1;0;"85";1;0;0;""
2003;2;"herthabsc";"vfbstuttgart";1;1;"85";"14";1;0;0;"";4;0;0;""
2003;2;"bmuenchen";"bielefeld";6;2;"18/27/41/66/81/85";"52/90";0;0;0;"";2;0;0;""
2003;2;"hannover";"1860muenchen";1;3;"26";"5/41/90";0;0;0;"";3;0;0;""
2003;2;"rostock";"nuernberg";2;0;"37/82";"";2;0;0;"";2;0;0;""
2003;2;"bochum";"cottbus";5;0;"26/33/35/64/84";"";1;0;0;"";4;1;0;"45"
2003;2;"leverkusen";"dortmund";1;1;"23";"61";5;0;0;"";2;0;0;""
2003;2;"klautern";"schalke";1;3;"34";"48/57/90";2;0;0;"";4;1;0;"37"
2003;2;"wolfsburg";"mgladbach";1;0;"67";"";2;0;0;"";2;0;0;""
2003;2;"bremen";"hamburg";2;1;"9/50";"20";0;0;0;"";2;0;0;""
2003;3;"cottbus";"rostock";0;4;"";"17/27/47/64";2;0;0;"";0;0;0;""
2003;3;"1860muenchen";"bremen";3;0;"33/63/68";"";2;0;0;"";1;0;0;""
2003;3;"hamburg";"bmuenchen";0;3;"";"25/86/90";3;0;0;"";1;0;0;""
2003;3;"bielefeld";"wolfsburg";1;0;"43";"";0;0;0;"";4;0;0;""
2003;3;"mgladbach";"klautern";3;0;"23/36/47";"";1;0;0;"";1;0;0;""
2003;3;"leverkusen";"bochum";2;4;"10/76";"13/34/44/60";2;0;0;"";1;0;0;""
2003;3;"dortmund";"vfbstuttgart";3;1;"39/67/87";"77";3;0;0;"";2;0;0;""
2003;3;"nuernberg";"hannover";3;1;"16/36/49";"83";2;0;0;"";2;0;0;""
2003;3;"schalke";"herthabsc";0;0;"";"";1;0;0;"";1;0;0;""
2003;4;"herthabsc";"mgladbach";1;2;"80";"10/58";2;0;0;"";2;0;0;""
2003;4;"bmuenchen";"1860muenchen";3;1;"41/53/76";"15";4;0;0;"";4;0;0;""
2003;4;"bremen";"nuernberg";4;1;"30/59/66/79";"54";2;0;0;"";3;0;0;""
2003;4;"bochum";"dortmund";0;0;"";"";1;0;0;"";2;0;0;""
2003;4;"wolfsburg";"hamburg";2;1;"51/83";"71";3;0;0;"";3;0;0;""
2003;4;"hannover";"cottbus";1;3;"25";"7/66/90";2;0;0;"";4;0;0;""
2003;4;"rostock";"leverkusen";1;3;"74";"5/22/87";4;0;1;"88";2;0;0;""
2003;4;"vfbstuttgart";"schalke";1;1;"33";"87";1;0;0;"";3;0;0;""
2003;4;"klautern";"bielefeld";1;1;"56";"59";6;0;0;"";1;0;0;""
2003;5;"cottbus";"bremen";0;1;"";"51";1;0;0;"";2;0;0;""
2003;5;"nuernberg";"bmuenchen";1;2;"36";"13/53";1;0;0;"";2;0;0;""
2003;5;"1860muenchen";"wolfsburg";2;2;"48/64";"77/87";0;0;0;"";0;0;0;""
2003;5;"bielefeld";"herthabsc";0;1;"";"52";2;0;0;"";5;0;0;""
2003;5;"mgladbach";"vfbstuttgart";1;1;"50";"71";3;0;1;"53";3;0;0;""
2003;5;"leverkusen";"hannover";1;3;"11";"41/80/83";2;0;0;"";4;0;0;""
2003;5;"dortmund";"schalke";1;1;"71";"70";3;0;0;"";4;0;0;""
2003;5;"hamburg";"klautern";2;0;"66/77";"";3;0;0;"";0;0;0;""
2003;5;"bochum";"rostock";0;1;"";"32";1;0;0;"";2;0;0;""
2003;6;"herthabsc";"hamburg";2;0;"50/52";"";1;0;0;"";3;1;0;"55"
2003;6;"wolfsburg";"nuernberg";0;2;"";"65/68";3;0;0;"";1;0;0;""
2003;6;"bmuenchen";"cottbus";3;1;"45/48/76";"20";0;0;0;"";3;0;0;""
2003;6;"bremen";"leverkusen";3;2;"25/28/32";"11/42";1;0;1;"55";5;0;1;"55"
2003;6;"hannover";"bochum";2;2;"44/73";"24/89";3;0;0;"";3;0;0;""
2003;6;"rostock";"dortmund";0;1;"";"12";2;0;0;"";0;0;0;""
2003;6;"klautern";"1860muenchen";0;0;"";"";1;0;0;"";4;0;0;""
2003;6;"schalke";"mgladbach";2;1;"15/45";"30";3;0;0;"";3;0;0;""
2003;6;"vfbstuttgart";"bielefeld";3;0;"5/64/69";"";2;0;0;"";2;0;0;""
2003;7;"cottbus";"wolfsburg";0;1;"";"55";2;0;0;"";3;0;0;""
2003;7;"1860muenchen";"herthabsc";1;0;"15";"";3;0;0;"";3;0;0;""
2003;7;"hamburg";"vfbstuttgart";3;2;"14/23/86";"9/25";3;0;0;"";2;0;0;""
2003;7;"bielefeld";"schalke";2;1;"7/68";"19";4;1;0;"56";3;0;0;""
2003;7;"rostock";"hannover";1;2;"10";"32/43";1;0;0;"";2;0;0;""
2003;7;"leverkusen";"bmuenchen";2;1;"9/63";"88";3;1;0;"37";5;0;0;""
2003;7;"dortmund";"mgladbach";1;0;"85";"";1;0;0;"";4;0;0;""
2003;7;"nuernberg";"klautern";1;0;"69";"";2;0;0;"";2;0;0;""
2003;7;"bochum";"bremen";1;4;"22";"16/37/50/87";2;0;0;"";2;0;0;""
2003;8;"herthabsc";"nuernberg";2;1;"75/83";"42";2;0;0;"";1;0;0;""
2003;8;"wolfsburg";"leverkusen";2;0;"6/74";"";3;0;0;"";1;0;0;""
2003;8;"bmuenchen";"bochum";4;1;"27/39/67/90";"77";0;0;0;"";2;0;0;""
2003;8;"hannover";"dortmund";0;3;"";"42/63/87";4;0;1;"79";2;0;0;""
2003;8;"mgladbach";"bielefeld";3;0;"32/45/60";"";2;0;0;"";2;0;0;""
2003;8;"schalke";"hamburg";3;0;"9/15/45";"";0;0;0;"";1;0;0;""
2003;8;"klautern";"cottbus";4;0;"18/49/72/77";"";0;0;0;"";3;0;0;""
2003;8;"bremen";"rostock";0;0;"";"";2;0;0;"";2;0;0;""
2003;8;"vfbstuttgart";"1860muenchen";4;1;"46/49/50/90";"22";2;0;0;"";4;0;0;""
2003;9;"cottbus";"herthabsc";0;2;"";"23/44";3;0;0;"";2;0;0;""
2003;9;"1860muenchen";"schalke";3;0;"60/76/80";"";3;0;1;"29";3;0;1;"29"
2003;9;"hamburg";"mgladbach";1;0;"48";"";0;0;0;"";2;0;0;""
2003;9;"hannover";"bremen";4;4;"6/39/81/83";"10/52/60/67";3;0;0;"";1;0;0;""
2003;9;"rostock";"bmuenchen";0;1;"";"73";0;0;0;"";4;0;0;""
2003;9;"leverkusen";"klautern";1;0;"19";"";2;1;0;"34";3;0;0;""
2003;9;"dortmund";"bielefeld";0;0;"";"";2;0;0;"";1;0;0;""
2003;9;"nuernberg";"vfbstuttgart";1;2;"44";"80/84";4;0;0;"";2;0;0;""
2003;9;"bochum";"wolfsburg";4;2;"5/56/57/82";"6/37";3;0;0;"";3;0;0;""
2003;10;"herthabsc";"leverkusen";1;1;"20";"55";1;0;0;"";1;0;0;""
2003;10;"bmuenchen";"hannover";3;3;"4/75/80";"17/44/83";1;0;0;"";2;0;0;""
2003;10;"bremen";"dortmund";1;4;"35";"2/71/74/85";2;0;0;"";4;0;0;""
2003;10;"bielefeld";"hamburg";2;1;"14/57";"66";1;0;0;"";4;1;0;"71"
2003;10;"mgladbach";"1860muenchen";0;1;"";"46";2;0;0;"";2;0;0;""
2003;10;"schalke";"nuernberg";1;1;"90";"12";4;0;0;"";3;0;0;""
2003;10;"vfbstuttgart";"cottbus";0;0;"";"";1;0;0;"";5;0;0;""
2003;10;"wolfsburg";"rostock";1;0;"29";"";3;0;0;"";3;0;0;""
2003;10;"klautern";"bochum";0;2;"";"7/21";2;0;0;"";3;0;0;""
2003;11;"cottbus";"schalke";0;1;"";"80";2;0;0;"";2;0;0;""
2003;11;"nuernberg";"mgladbach";2;1;"8/22";"75";4;0;0;"";2;0;1;"88"
2003;11;"1860muenchen";"bielefeld";3;1;"14/30/39";"15";1;0;0;"";1;0;0;""
2003;11;"hannover";"wolfsburg";3;1;"23/28/82";"76";0;0;0;"";3;0;0;""
2003;11;"rostock";"klautern";2;2;"17/72";"22/78";1;0;0;"";3;0;0;""
2003;11;"leverkusen";"vfbstuttgart";0;1;"";"19";1;0;0;"";1;0;0;""
2003;11;"dortmund";"hamburg";1;1;"68";"89";1;0;0;"";3;0;1;"90"
2003;11;"bremen";"bmuenchen";2;0;"17/80";"";0;0;0;"";1;0;0;""
2003;11;"bochum";"herthabsc";3;0;"49/79/90";"";2;0;0;"";1;0;0;""
2003;12;"wolfsburg";"bremen";3;1;"28/66/84";"70";5;0;0;"";1;0;1;"45"
2003;12;"bmuenchen";"dortmund";2;1;"62/66";"8";1;0;0;"";5;2;0;"41/67"
2003;12;"hamburg";"1860muenchen";1;0;"29";"";0;0;0;"";0;0;0;""
2003;12;"bielefeld";"nuernberg";0;1;"";"56";0;0;0;"";2;0;0;""
2003;12;"schalke";"leverkusen";0;1;"";"90";3;0;1;"89";4;0;0;""
2003;12;"vfbstuttgart";"bochum";3;2;"73/86/90";"68/84";2;0;0;"";7;0;0;""
2003;12;"klautern";"hannover";0;1;"";"41";4;0;0;"";1;0;0;""
2003;12;"herthabsc";"rostock";3;1;"8/10/58";"15";1;0;0;"";1;0;0;""
2003;12;"mgladbach";"cottbus";3;0;"2/6/22";"";1;0;0;"";2;1;0;"72"
2003;13;"cottbus";"bielefeld";2;1;"9/67";"73";2;1;0;"68";5;0;1;"90"
2003;13;"nuernberg";"hamburg";1;3;"40";"26/51/66";2;0;0;"";1;0;0;""
2003;13;"bmuenchen";"wolfsburg";1;0;"28";"";2;0;0;"";2;0;0;""
2003;13;"hannover";"herthabsc";0;1;"";"17";2;0;0;"";1;0;0;""
2003;13;"rostock";"vfbstuttgart";1;1;"4";"46";4;0;1;"61";2;0;1;"61"
2003;13;"leverkusen";"mgladbach";2;2;"29/87";"25/70";2;0;1;"75";2;0;0;""
2003;13;"dortmund";"1860muenchen";1;0;"5";"";0;0;0;"";1;0;0;""
2003;13;"bremen";"klautern";5;3;"14/61/77/87/90";"10/18/54";3;0;0;"";4;1;0;"37"
2003;13;"bochum";"schalke";0;2;"";"48/86";3;0;0;"";1;0;0;""
2003;14;"herthabsc";"bremen";0;1;"";"10";0;0;0;"";2;0;0;""
2003;14;"wolfsburg";"dortmund";2;0;"19/55";"";3;0;0;"";3;0;0;""
2003;14;"bielefeld";"leverkusen";2;2;"26/85";"17/69";2;0;0;"";1;0;0;""
2003;14;"mgladbach";"bochum";2;2;"57/60";"86/90";2;0;0;"";2;0;0;""
2003;14;"schalke";"rostock";2;2;"5/39";"51/86";1;0;0;"";2;0;0;""
2003;14;"vfbstuttgart";"hannover";3;0;"35/54/73";"";1;0;0;"";5;0;0;""
2003;14;"klautern";"bmuenchen";0;2;"";"9/16";3;0;0;"";1;0;0;""
2003;14;"1860muenchen";"nuernberg";2;2;"39/71";"12/42";3;0;0;"";3;0;0;""
2003;14;"hamburg";"cottbus";1;1;"47";"90";1;0;0;"";4;0;0;""
2003;15;"cottbus";"1860muenchen";3;4;"80/85/86";"39/54/61/63";0;0;0;"";1;0;0;""
2003;15;"nuernberg";"dortmund";1;2;"3";"54/78";2;0;0;"";3;0;0;""
2003;15;"bmuenchen";"herthabsc";2;0;"40/72";"";1;0;0;"";2;0;0;""
2003;15;"rostock";"mgladbach";3;1;"20/53/64";"40";4;0;0;"";2;0;0;""
2003;15;"bochum";"bielefeld";0;3;"";"3/54/86";1;0;0;"";2;0;0;""
2003;15;"leverkusen";"hamburg";2;3;"11/22";"3/52/77";1;0;0;"";1;0;0;""
2003;15;"klautern";"wolfsburg";2;0;"15/66";"";2;0;0;"";4;0;0;""
2003;15;"bremen";"vfbstuttgart";3;1;"27/80/89";"55";4;0;0;"";3;0;0;""
2003;15;"hannover";"schalke";0;2;"";"16/19";1;0;0;"";2;0;0;""
2003;16;"herthabsc";"wolfsburg";2;2;"25/47";"63/90";3;0;0;"";0;0;0;""
2003;16;"nuernberg";"cottbus";2;2;"42/53";"15/87";1;0;0;"";4;1;0;"60"
2003;16;"1860muenchen";"leverkusen";0;3;"";"9/52/89";1;0;0;"";0;0;0;""
2003;16;"bielefeld";"rostock";3;0;"45/55/81";"";0;0;0;"";2;1;0;"59"
2003;16;"schalke";"bremen";1;1;"8";"3";1;0;0;"";3;0;0;""
2003;16;"vfbstuttgart";"bmuenchen";0;3;"";"30/34/69";2;0;0;"";1;0;0;""
2003;16;"dortmund";"klautern";3;1;"22/73/78";"24";0;0;0;"";3;0;0;""
2003;16;"hamburg";"bochum";1;1;"56";"90";2;1;0;"68";1;0;0;""
2003;16;"mgladbach";"hannover";1;0;"15";"";2;0;0;"";4;0;0;""
2003;17;"cottbus";"dortmund";0;4;"";"10/48/83/90";3;0;0;"";1;0;0;""
2003;17;"bmuenchen";"schalke";0;0;"";"";3;0;0;"";1;0;0;""
2003;17;"bremen";"mgladbach";2;0;"14/58";"";1;0;0;"";1;0;0;""
2003;17;"hannover";"bielefeld";0;0;"";"";2;0;0;"";1;0;0;""
2003;17;"rostock";"hamburg";0;0;"";"";1;0;0;"";2;0;0;""
2003;17;"bochum";"1860muenchen";1;1;"76";"15";2;0;0;"";3;0;0;""
2003;17;"leverkusen";"nuernberg";0;2;"";"58/89";6;0;0;"";2;0;0;""
2003;17;"wolfsburg";"vfbstuttgart";1;2;"76";"36/56";3;0;0;"";3;0;0;""
2003;17;"klautern";"herthabsc";2;1;"28/87";"64";1;0;0;"";1;0;0;""
2003;18;"bochum";"nuernberg";2;1;"28/33";"25";0;0;0;"";2;0;0;""
2003;18;"rostock";"1860muenchen";1;4;"58";"6/19/20/71";0;0;0;"";3;0;0;""
2003;18;"hannover";"hamburg";2;2;"40/49";"63/78";2;0;0;"";1;0;0;""
2003;18;"bremen";"bielefeld";2;2;"3/36";"11/40";3;0;0;"";2;0;0;""
2003;18;"wolfsburg";"schalke";1;2;"72";"47/52";2;0;0;"";2;0;0;""
2003;18;"klautern";"vfbstuttgart";1;2;"35";"30/71";1;0;0;"";2;0;0;""
2003;18;"herthabsc";"dortmund";2;1;"69/90";"80";2;0;0;"";1;0;0;""
2003;18;"leverkusen";"cottbus";0;3;"";"15/32/85";0;0;0;"";4;0;0;""
2003;18;"bmuenchen";"mgladbach";3;0;"25/85/89";"";2;0;0;"";1;0;0;""
2003;19;"vfbstuttgart";"herthabsc";3;1;"28/69/90";"81";0;0;0;"";3;0;0;""
2003;19;"bielefeld";"bmuenchen";0;0;"";"";2;0;0;"";2;0;0;""
2003;19;"1860muenchen";"hannover";0;1;"";"26";4;0;0;"";6;0;0;""
2003;19;"nuernberg";"rostock";0;1;"";"42";3;0;0;"";3;0;0;""
2003;19;"cottbus";"bochum";2;1;"2/83";"90";4;0;0;"";2;0;0;""
2003;19;"schalke";"klautern";2;2;"6/70";"31/90";1;0;0;"";2;0;0;""
2003;19;"hamburg";"bremen";1;0;"56";"";3;0;0;"";2;0;0;""
2003;19;"dortmund";"leverkusen";2;0;"3/26";"";3;0;0;"";2;0;1;"6"
2003;19;"mgladbach";"wolfsburg";2;0;"33/71";"";0;0;0;"";4;0;0;""
2003;20;"rostock";"cottbus";0;0;"";"";0;0;1;"86";2;0;0;""
2003;20;"hannover";"nuernberg";4;2;"10/22/25/72";"33/54";2;0;0;"";2;1;0;"62"
2003;20;"bremen";"1860muenchen";1;2;"45";"53/82";0;0;0;"";3;0;0;""
2003;20;"wolfsburg";"bielefeld";2;0;"24/50";"";3;0;0;"";1;0;0;""
2003;20;"klautern";"mgladbach";2;0;"35/88";"";3;0;0;"";3;1;0;"49"
2003;20;"herthabsc";"schalke";4;2;"29/40/51/88";"2/69";1;0;0;"";3;1;0;"61"
2003;20;"bochum";"leverkusen";2;1;"68/84";"78";1;0;0;"";4;0;0;""
2003;20;"bmuenchen";"hamburg";1;1;"11";"90";0;0;0;"";2;0;0;""
2003;20;"vfbstuttgart";"dortmund";1;0;"77";"";2;0;0;"";4;1;0;"90"
2003;21;"hamburg";"wolfsburg";2;0;"39/90";"";2;0;0;"";3;1;1;"89/36"
2003;21;"1860muenchen";"bmuenchen";0;5;"";"58/69/72/78/81";1;0;0;"";1;0;0;""
2003;21;"nuernberg";"bremen";1;0;"41";"";2;0;0;"";6;0;1;"58"
2003;21;"leverkusen";"rostock";1;2;"38";"35/41";0;0;0;"";0;0;0;""
2003;21;"dortmund";"bochum";4;1;"33/43/45/69";"8";1;0;0;"";3;0;0;""
2003;21;"schalke";"vfbstuttgart";2;0;"3/45";"";3;0;0;"";1;0;0;""
2003;21;"bielefeld";"klautern";1;1;"35";"26";2;0;0;"";2;0;0;""
2003;21;"mgladbach";"herthabsc";0;2;"";"9/14";0;0;0;"";0;0;0;""
2003;21;"cottbus";"hannover";3;0;"74/77/81";"";4;0;0;"";3;0;1;"90"
2003;22;"bremen";"cottbus";0;1;"";"5";1;0;0;"";1;0;0;""
2003;22;"bmuenchen";"nuernberg";2;0;"17/59";"";2;0;0;"";2;0;0;""
2003;22;"wolfsburg";"1860muenchen";1;1;"71";"51";3;0;2;"82/86";2;0;0;""
2003;22;"klautern";"hamburg";2;0;"51/58";"";1;0;0;"";2;0;0;""
2003;22;"rostock";"bochum";1;1;"30";"61";1;0;0;"";0;0;0;""
2003;22;"hannover";"leverkusen";1;2;"14";"80/90";5;0;0;"";1;0;0;""
2003;22;"schalke";"dortmund";2;2;"13/16";"52/58";4;0;1;"38";3;1;0;"80"
2003;22;"herthabsc";"bielefeld";0;0;"";"";3;0;0;"";0;0;0;""
2003;22;"vfbstuttgart";"mgladbach";4;0;"8/24/86/88";"";0;0;0;"";2;0;1;"49"
2003;23;"nuernberg";"wolfsburg";1;1;"25";"90";3;0;0;"";3;0;0;""
2003;23;"cottbus";"bmuenchen";0;2;"";"33/58";2;0;0;"";3;0;0;""
2003;23;"leverkusen";"bremen";3;0;"11/50/61";"";3;0;0;"";3;0;0;""
2003;23;"bochum";"hannover";1;2;"63";"5/36";1;0;0;"";4;0;0;""
2003;23;"dortmund";"rostock";2;0;"42/82";"";2;0;0;"";2;0;0;""
2003;23;"mgladbach";"schalke";2;2;"57/69";"26/65";2;0;0;"";2;0;0;""
2003;23;"1860muenchen";"klautern";0;0;"";"";1;0;0;"";1;0;0;""
2003;23;"hamburg";"herthabsc";1;0;"55";"";2;0;0;"";2;0;0;""
2003;23;"bielefeld";"vfbstuttgart";0;1;"";"15";1;0;0;"";2;0;0;""
2003;24;"wolfsburg";"cottbus";3;2;"7/29/62";"8/16";2;0;0;"";3;1;0;"82"
2003;24;"herthabsc";"1860muenchen";6;0;"7/26/35/55/62/79";"";1;0;0;"";4;1;0;"69"
2003;24;"vfbstuttgart";"hamburg";1;1;"19";"43";2;1;0;"90";4;0;0;""
2003;24;"schalke";"bielefeld";1;1;"90";"57";3;0;0;"";0;0;0;""
2003;24;"bremen";"bochum";2;0;"52/55";"";1;0;0;"";0;0;0;""
2003;24;"bmuenchen";"leverkusen";3;0;"2/23/76";"";1;0;0;"";3;0;0;""
